 Time (GMT), Time (LCT at India Standard Time),Reservoir Level (m msl),Reservoir Capacity  (mcm),Reservoir Area(KM2),Spillway DISCHARGE (M3/S)
00:00.0, 18-Nov-2022 15:30:00.000,437.6830139,714.1920166,24.09000015,0
10:00.0, 18-Nov-2022 15:40:00.000,437.6809998,714.1439819,24.09000015,0
20:00.0, 18-Nov-2022 15:50:00.000,437.6789856,714.0960083,24.07999992,0
30:00.0, 18-Nov-2022 16:00:00.000,437.678009,714.0720215,24.07999992,0
40:00.0, 18-Nov-2022 16:10:00.000,437.6759949,714.0239868,24.07999992,0
50:00.0, 18-Nov-2022 16:20:00.000,437.6749878,714,24.07999992,0
00:00.0, 18-Nov-2022 16:30:00.000,437.6740112,713.9760132,24.07999992,0
10:00.0, 18-Nov-2022 16:40:00.000,437.6730042,713.9520264,24.07999992,0
20:00.0, 18-Nov-2022 16:50:00.000,437.6719971,713.9279785,24.07999992,0
30:00.0, 18-Nov-2022 17:00:00.000,437.6700134,713.9039917,24.07999992,0
40:00.0, 18-Nov-2022 17:10:00.000,437.6690063,713.8560181,24.07999992,0
50:00.0, 18-Nov-2022 17:20:00.000,437.6679993,713.8319702,24.07999992,0
00:00.0, 18-Nov-2022 17:30:00.000,437.6659851,713.7839966,24.07999992,0
10:00.0, 18-Nov-2022 17:40:00.000,437.6650085,713.7600098,24.07999992,0
20:00.0, 18-Nov-2022 17:50:00.000,437.6640015,713.7360229,24.07999992,0
30:00.0, 18-Nov-2022 18:00:00.000,437.6640015,713.7360229,24.07999992,0
40:00.0, 18-Nov-2022 18:10:00.000,437.6619873,713.6640015,24.07999992,0
50:00.0, 18-Nov-2022 18:20:00.000,437.6600037,713.6400146,24.07999992,0
00:00.0, 18-Nov-2022 18:30:00.000,437.6589966,713.6400146,24.07999992,0
10:00.0, 18-Nov-2022 18:40:00.000,437.6579895,713.59198,24.06999969,0
20:00.0, 18-Nov-2022 18:50:00.000,437.6549988,713.5200195,24.06999969,0
30:00.0, 18-Nov-2022 19:00:00.000,437.6520081,713.447998,24.06999969,0
40:00.0, 18-Nov-2022 19:10:00.000,437.651001,713.4240112,24.06999969,0
50:00.0, 18-Nov-2022 19:20:00.000,437.6489868,713.3759766,24.06999969,0
00:00.0, 18-Nov-2022 19:30:00.000,437.6470032,713.3280029,24.06999969,0
10:00.0, 18-Nov-2022 19:40:00.000,437.6459961,713.3280029,24.06999969,0
20:00.0, 18-Nov-2022 19:50:00.000,437.644989,713.2800293,24.06999969,0
30:00.0, 18-Nov-2022 20:00:00.000,437.6440125,713.2559814,24.06999969,0
40:00.0, 18-Nov-2022 20:10:00.000,437.6419983,713.2080078,24.06999969,0
50:00.0, 18-Nov-2022 20:20:00.000,437.6400146,713.1599731,24.06999969,0
00:00.0, 18-Nov-2022 20:30:00.000,437.6380005,713.1119995,24.05999947,0
10:00.0, 18-Nov-2022 20:40:00.000,437.6350098,713.0640259,24.05999947,0
20:00.0, 18-Nov-2022 20:50:00.000,437.6340027,713.0159912,24.05999947,0
30:00.0, 18-Nov-2022 21:00:00.000,437.6340027,713.0159912,24.05999947,0
40:00.0, 18-Nov-2022 21:10:00.000,437.631012,712.9439697,24.05999947,0
50:00.0, 18-Nov-2022 21:20:00.000,437.631012,712.9439697,24.05999947,0
00:00.0, 18-Nov-2022 21:30:00.000,437.631012,712.9439697,24.05999947,0
10:00.0, 18-Nov-2022 21:40:00.000,437.6270142,712.8480225,24.05999947,0
20:00.0, 18-Nov-2022 21:50:00.000,437.6239929,712.7999878,24.05999947,0
30:00.0, 18-Nov-2022 22:00:00.000,437.6229858,712.7520142,24.05999947,0
40:00.0, 18-Nov-2022 22:10:00.000,437.6210022,712.7039795,24.05999947,0
50:00.0, 18-Nov-2022 22:20:00.000,437.6210022,712.7039795,24.05999947,0
00:00.0, 18-Nov-2022 22:30:00.000,437.618988,712.6560059,24.04999924,0
10:00.0, 18-Nov-2022 22:40:00.000,437.6170044,712.6079712,24.04999924,0
20:00.0, 18-Nov-2022 22:50:00.000,437.6170044,712.6079712,24.04999924,0
30:00.0, 18-Nov-2022 23:00:00.000,437.6149902,712.5599976,24.04999924,0
40:00.0, 18-Nov-2022 23:10:00.000,437.6130066,712.5120239,24.04999924,0
50:00.0, 18-Nov-2022 23:20:00.000,437.6119995,712.4879761,24.04999924,0
00:00.0, 18-Nov-2022 23:30:00.000,437.6099854,712.4400024,24.04999924,0
10:00.0, 18-Nov-2022 23:40:00.000,437.6069946,712.367981,24.04999924,0
20:00.0, 18-Nov-2022 23:50:00.000,437.6059875,712.3439941,24.04999924,0
30:00.0, 19-Nov-2022 00:00:00.000,437.6059875,712.3200073,24.04999924,0
40:00.0, 19-Nov-2022 00:10:00.000,437.6019897,712.2479858,24.04999924,0
50:00.0, 19-Nov-2022 00:20:00.000,437.6019897,712.2719727,24.04999924,0
00:00.0, 19-Nov-2022 00:30:00.000,437.6000061,712.2000122,24.04999924,0
10:00.0, 19-Nov-2022 00:40:00.000,437.5979919,712.1749878,24.04000092,0
20:00.0, 19-Nov-2022 00:50:00.000,437.598999,712.1749878,24.04000092,0
30:00.0, 19-Nov-2022 01:00:00.000,437.5960083,712.0999756,24.04000092,0
40:00.0, 19-Nov-2022 01:10:00.000,437.5969849,712.125,24.04000092,0
50:00.0, 19-Nov-2022 01:20:00.000,437.5960083,712.0999756,24.04000092,0
00:00.0, 19-Nov-2022 01:30:00.000,437.5939941,712.0499878,24.04000092,0
10:00.0, 19-Nov-2022 01:40:00.000,437.5929871,712.0250244,24.04000092,0
20:00.0, 19-Nov-2022 01:50:00.000,437.5920105,712,24.04000092,0
30:00.0, 19-Nov-2022 02:00:00.000,437.5899963,711.9500122,24.04000092,0
40:00.0, 19-Nov-2022 02:10:00.000,437.5880127,711.9000244,24.04000092,0
50:00.0, 19-Nov-2022 02:20:00.000,437.5880127,711.9000244,24.04000092,0
00:00.0, 19-Nov-2022 02:30:00.000,437.5859985,711.875,24.04000092,0
10:00.0, 19-Nov-2022 02:40:00.000,437.5870056,711.875,24.04000092,0
20:00.0, 19-Nov-2022 02:50:00.000,437.5849915,711.8250122,24.04000092,0
30:00.0, 19-Nov-2022 03:00:00.000,437.5830078,711.7750244,24.04000092,0
40:00.0, 19-Nov-2022 03:10:00.000,437.5830078,711.7750244,24.04000092,0
50:00.0, 19-Nov-2022 03:20:00.000,437.5809937,711.7249756,24.04000092,0
00:00.0, 19-Nov-2022 03:30:00.000,437.5799866,711.7000122,24.04000092,0
10:00.0, 19-Nov-2022 03:40:00.000,437.57901,711.6749878,24.03000069,0
20:00.0, 19-Nov-2022 03:50:00.000,437.5780029,711.6500244,24.03000069,0
30:00.0, 19-Nov-2022 04:00:00.000,437.5780029,711.6500244,24.03000069,0
40:00.0, 19-Nov-2022 04:10:00.000,437.5750122,711.5750122,24.03000069,0
50:00.0, 19-Nov-2022 04:20:00.000,437.5750122,711.5999756,24.03000069,0
00:00.0, 19-Nov-2022 04:30:00.000,437.572998,711.5250244,24.03000069,0
10:00.0, 19-Nov-2022 04:40:00.000,437.571991,711.5,24.03000069,0
20:00.0, 19-Nov-2022 04:50:00.000,437.5710144,711.4749756,24.03000069,0
30:00.0, 19-Nov-2022 05:00:00.000,437.5669861,711.375,24.03000069,0
40:00.0, 19-Nov-2022 05:10:00.000,437.5629883,711.2999878,24.03000069,0
50:00.0, 19-Nov-2022 05:20:00.000,437.5629883,711.2750244,24.03000069,0
00:00.0, 19-Nov-2022 05:30:00.000,437.5589905,711.2000122,24.03000069,0
10:00.0, 19-Nov-2022 05:40:00.000,437.5570068,711.125,24.02000046,0
20:00.0, 19-Nov-2022 05:50:00.000,437.5580139,711.1500244,24.02000046,0
30:00.0, 19-Nov-2022 06:00:00.000,437.5559998,711.0999756,24.02000046,0
40:00.0, 19-Nov-2022 06:10:00.000,437.552002,711,24.02000046,0
50:00.0, 19-Nov-2022 06:20:00.000,437.552002,711,24.02000046,0
00:00.0, 19-Nov-2022 06:30:00.000,437.5490112,710.9249878,24.02000046,0
10:00.0, 19-Nov-2022 06:40:00.000,437.54599,710.8499756,24.02000046,0
20:00.0, 19-Nov-2022 06:50:00.000,437.5429993,710.7750244,24.02000046,0
30:00.0, 19-Nov-2022 07:00:00.000,437.5390015,710.6749878,24.01000023,0
40:00.0, 19-Nov-2022 07:10:00.000,437.5400085,710.7000122,24.02000046,0
50:00.0, 19-Nov-2022 07:20:00.000,437.5379944,710.6749878,24.01000023,0
00:00.0, 19-Nov-2022 07:30:00.000,437.5350037,710.5750122,24.01000023,0
10:00.0, 19-Nov-2022 07:40:00.000,437.5339966,710.5499878,24.01000023,0
20:00.0, 19-Nov-2022 07:50:00.000,437.5329895,710.5,24.01000023,0
30:00.0, 19-Nov-2022 08:00:00.000,437.5289917,710.4249878,24.01000023,0
40:00.0, 19-Nov-2022 08:10:00.000,437.5270081,710.375,24.01000023,0
50:00.0, 19-Nov-2022 08:20:00.000,437.5249939,710.3250122,24.01000023,0
00:00.0, 19-Nov-2022 08:30:00.000,437.5230103,710.2750244,24.01000023,0
10:00.0, 19-Nov-2022 08:40:00.000,437.5209961,710.2249756,24.01000023,0
20:00.0, 19-Nov-2022 08:50:00.000,437.519989,710.2000122,24.01000023,0
30:00.0, 19-Nov-2022 09:00:00.000,437.5180054,710.1500244,24,0
40:00.0, 19-Nov-2022 09:10:00.000,437.5159912,710.0999756,24,0
50:00.0, 19-Nov-2022 09:20:00.000,437.5140076,710.0499878,24,0
00:00.0, 19-Nov-2022 09:30:00.000,437.5119934,710,24,0
10:00.0, 19-Nov-2022 09:40:00.000,437.5100098,709.9500122,24,0
20:00.0, 19-Nov-2022 09:50:00.000,437.5069885,709.875,24,0
30:00.0, 19-Nov-2022 10:00:00.000,437.506012,709.8499756,24,0
40:00.0, 19-Nov-2022 10:10:00.000,437.5039978,709.7999878,24,0
50:00.0, 19-Nov-2022 10:20:00.000,437.5020142,709.75,24,0
00:00.0, 19-Nov-2022 10:30:00.000,437.5,709.7000122,24,0
10:00.0, 19-Nov-2022 10:40:00.000,437.4970093,709.6279907,23.98999977,0
20:00.0, 19-Nov-2022 10:50:00.000,437.4960022,709.6040039,23.98999977,0
30:00.0, 19-Nov-2022 11:00:00.000,437.4930115,709.5319824,23.98999977,0
40:00.0, 19-Nov-2022 11:10:00.000,437.4909973,709.4840088,23.98999977,0
50:00.0, 19-Nov-2022 11:20:00.000,437.4899902,709.460022,23.98999977,0
00:00.0, 19-Nov-2022 11:30:00.000,437.4869995,709.3880005,23.98999977,0
10:00.0, 19-Nov-2022 11:40:00.000,437.4859924,709.3640137,23.98999977,0
20:00.0, 19-Nov-2022 11:50:00.000,437.4840088,709.315979,23.98999977,0
30:00.0, 19-Nov-2022 12:00:00.000,437.4819946,709.2680054,23.98999977,0
40:00.0, 19-Nov-2022 12:10:00.000,437.480011,709.2199707,23.98999977,0
50:00.0, 19-Nov-2022 12:20:00.000,437.4779968,709.1719971,23.97999954,0
00:00.0, 19-Nov-2022 12:30:00.000,437.4760132,709.1240234,23.97999954,0
10:00.0, 19-Nov-2022 12:40:00.000,437.473999,709.0759888,23.97999954,0
20:00.0, 19-Nov-2022 12:50:00.000,437.4719849,709.0280151,23.97999954,0
30:00.0, 19-Nov-2022 13:00:00.000,437.4689941,708.9559937,23.97999954,0
40:00.0, 19-Nov-2022 13:10:00.000,437.4689941,708.9559937,23.97999954,0
50:00.0, 19-Nov-2022 13:20:00.000,437.4670105,708.90802,23.97999954,0
00:00.0, 19-Nov-2022 13:30:00.000,437.4639893,708.8359985,23.97999954,0
10:00.0, 19-Nov-2022 13:40:00.000,437.4620056,708.7880249,23.97999954,0
20:00.0, 19-Nov-2022 13:50:00.000,437.4599915,708.7399902,23.97999954,0
30:00.0, 19-Nov-2022 14:00:00.000,437.4590149,708.7160034,23.96999931,0
40:00.0, 19-Nov-2022 14:10:00.000,437.4559937,708.6439819,23.96999931,0
50:00.0, 19-Nov-2022 14:20:00.000,437.4549866,708.6199951,23.96999931,0
00:00.0, 19-Nov-2022 14:30:00.000,437.4530029,708.5720215,23.96999931,0
10:00.0, 19-Nov-2022 14:40:00.000,437.4509888,708.5239868,23.96999931,0
20:00.0, 19-Nov-2022 14:50:00.000,437.4500122,708.5,23.96999931,0
30:00.0, 19-Nov-2022 15:00:00.000,437.446991,708.4279785,23.96999931,0
40:00.0, 19-Nov-2022 15:10:00.000,437.4450073,708.3800049,23.96999931,0
50:00.0, 19-Nov-2022 15:20:00.000,437.4429932,708.3319702,23.96999931,0
00:00.0, 19-Nov-2022 15:30:00.000,437.4400024,708.2600098,23.96999931,0
10:00.0, 19-Nov-2022 15:40:00.000,437.4389954,708.2360229,23.95999908,0
20:00.0, 19-Nov-2022 15:50:00.000,437.4370117,708.1879883,23.95999908,0
30:00.0, 19-Nov-2022 16:00:00.000,437.4339905,708.1400146,23.95999908,0
40:00.0, 19-Nov-2022 16:10:00.000,437.4330139,708.1160278,23.95999908,0
50:00.0, 19-Nov-2022 16:20:00.000,437.4299927,708.0200195,23.95999908,0
00:00.0, 19-Nov-2022 16:30:00.000,437.428009,707.9719849,23.95999908,0
10:00.0, 19-Nov-2022 16:40:00.000,437.427002,707.947998,23.95999908,0
20:00.0, 19-Nov-2022 16:50:00.000,437.4249878,707.9000244,23.95999908,0
30:00.0, 19-Nov-2022 17:00:00.000,437.4240112,707.8759766,23.95999908,0
40:00.0, 19-Nov-2022 17:10:00.000,437.4219971,707.8280029,23.95999908,0
50:00.0, 19-Nov-2022 17:20:00.000,437.4200134,707.7800293,23.95999908,0
00:00.0, 19-Nov-2022 17:30:00.000,437.4179993,707.7319946,23.95000076,0
10:00.0, 19-Nov-2022 17:40:00.000,437.4150085,707.684021,23.95000076,0
20:00.0, 19-Nov-2022 17:50:00.000,437.4140015,707.6359863,23.95000076,0
30:00.0, 19-Nov-2022 18:00:00.000,437.4129944,707.6119995,23.95000076,0
40:00.0, 19-Nov-2022 18:10:00.000,437.4089966,707.5159912,23.95000076,0
50:00.0, 19-Nov-2022 18:20:00.000,437.4079895,707.4920044,23.95000076,0
00:00.0, 19-Nov-2022 18:30:00.000,437.4079895,707.4920044,23.95000076,0
10:00.0, 19-Nov-2022 18:40:00.000,437.4060059,707.4439697,23.95000076,0
20:00.0, 19-Nov-2022 18:50:00.000,437.4060059,707.4439697,23.95000076,0
30:00.0, 19-Nov-2022 19:00:00.000,437.4060059,707.4439697,23.95000076,0
40:00.0, 19-Nov-2022 19:10:00.000,437.4020081,707.3480225,23.95000076,0
50:00.0, 19-Nov-2022 19:20:00.000,437.4030151,707.3720093,23.95000076,0
00:00.0, 19-Nov-2022 19:30:00.000,437.401001,707.3239746,23.95000076,0
10:00.0, 19-Nov-2022 19:40:00.000,437.3970032,707.2280273,23.94000053,0
20:00.0, 19-Nov-2022 19:50:00.000,437.3959961,707.2039795,23.94000053,0
30:00.0, 19-Nov-2022 20:00:00.000,437.394989,707.1799927,23.94000053,0
40:00.0, 19-Nov-2022 20:10:00.000,437.3930054,707.132019,23.94000053,0
50:00.0, 19-Nov-2022 20:20:00.000,437.3930054,707.132019,23.94000053,0
00:00.0, 19-Nov-2022 20:30:00.000,437.3919983,707.1079712,23.94000053,0
10:00.0, 19-Nov-2022 20:40:00.000,437.3909912,707.0839844,23.94000053,0
20:00.0, 19-Nov-2022 20:50:00.000,437.3890076,707.0360107,23.94000053,0
30:00.0, 19-Nov-2022 21:00:00.000,437.3869934,706.9879761,23.94000053,0
40:00.0, 19-Nov-2022 21:10:00.000,437.3859863,706.9639893,23.94000053,0
50:00.0, 19-Nov-2022 21:20:00.000,437.3850098,706.9400024,23.94000053,0
00:00.0, 19-Nov-2022 21:30:00.000,437.3829956,706.9160156,23.94000053,0
10:00.0, 19-Nov-2022 21:40:00.000,437.3819885,706.867981,23.94000053,0
20:00.0, 19-Nov-2022 21:50:00.000,437.3819885,706.867981,23.94000053,0
30:00.0, 19-Nov-2022 22:00:00.000,437.381012,706.8439941,23.94000053,0
40:00.0, 19-Nov-2022 22:10:00.000,437.3779907,706.7719727,23.93000031,0
50:00.0, 19-Nov-2022 22:20:00.000,437.3770142,706.7479858,23.93000031,0
00:00.0, 19-Nov-2022 22:30:00.000,437.375,706.7000122,23.93000031,0
10:00.0, 19-Nov-2022 22:40:00.000,437.3739929,706.6760254,23.93000031,0
20:00.0, 19-Nov-2022 22:50:00.000,437.3739929,706.6760254,23.93000031,0
30:00.0, 19-Nov-2022 23:00:00.000,437.3760071,706.723999,23.93000031,0
40:00.0, 19-Nov-2022 23:10:00.000,437.3739929,706.6760254,23.93000031,0
50:00.0, 19-Nov-2022 23:20:00.000,437.375,706.7000122,23.93000031,0
00:00.0, 19-Nov-2022 23:30:00.000,437.375,706.7000122,23.93000031,0
10:00.0, 19-Nov-2022 23:40:00.000,437.3710022,706.6279907,23.93000031,0
20:00.0, 19-Nov-2022 23:50:00.000,437.3710022,706.6040039,23.93000031,0
30:00.0, 20-Nov-2022 00:00:00.000,437.3699951,706.6040039,23.93000031,0
40:00.0, 20-Nov-2022 00:10:00.000,437.3699951,706.5800171,23.93000031,0
50:00.0, 20-Nov-2022 00:20:00.000,437.368988,706.5560303,23.93000031,0
00:00.0, 20-Nov-2022 00:30:00.000,437.368988,706.5560303,23.93000031,0
10:00.0, 20-Nov-2022 00:40:00.000,437.3699951,706.5800171,23.93000031,0
20:00.0, 20-Nov-2022 00:50:00.000,437.3670044,706.5079956,23.93000031,0
30:00.0, 20-Nov-2022 01:00:00.000,437.3649902,706.460022,23.93000031,0
40:00.0, 20-Nov-2022 01:10:00.000,437.3649902,706.460022,23.93000031,0
50:00.0, 20-Nov-2022 01:20:00.000,437.3630066,706.4119873,23.93000031,0
00:00.0, 20-Nov-2022 01:30:00.000,437.3619995,706.3880005,23.93000031,0
10:00.0, 20-Nov-2022 01:40:00.000,437.3630066,706.4119873,23.93000031,0
20:00.0, 20-Nov-2022 01:50:00.000,437.3630066,706.3880005,23.93000031,0
30:00.0, 20-Nov-2022 02:00:00.000,437.3609924,706.3880005,23.93000031,0
40:00.0, 20-Nov-2022 02:10:00.000,437.3609924,706.3640137,23.93000031,0
50:00.0, 20-Nov-2022 02:20:00.000,437.3590088,706.3400269,23.93000031,0
00:00.0, 20-Nov-2022 02:30:00.000,437.3580017,706.2919922,23.92000008,0
10:00.0, 20-Nov-2022 02:40:00.000,437.3580017,706.2919922,23.92000008,0
20:00.0, 20-Nov-2022 02:50:00.000,437.3559875,706.2440186,23.92000008,0
30:00.0, 20-Nov-2022 03:00:00.000,437.3559875,706.2440186,23.92000008,0
40:00.0, 20-Nov-2022 03:10:00.000,437.355011,706.2440186,23.92000008,0
50:00.0, 20-Nov-2022 03:20:00.000,437.3559875,706.2440186,23.92000008,0
00:00.0, 20-Nov-2022 03:30:00.000,437.3559875,706.2440186,23.92000008,0
10:00.0, 20-Nov-2022 03:40:00.000,437.355011,706.2199707,23.92000008,0
20:00.0, 20-Nov-2022 03:50:00.000,437.3540039,706.1959839,23.92000008,0
30:00.0, 20-Nov-2022 04:00:00.000,437.348999,706.0759888,23.92000008,0
40:00.0, 20-Nov-2022 04:10:00.000,437.3479919,706.052002,23.92000008,0
50:00.0, 20-Nov-2022 04:20:00.000,437.3460083,706.0040283,23.92000008,0
00:00.0, 20-Nov-2022 04:30:00.000,437.3439941,705.9559937,23.92000008,0
10:00.0, 20-Nov-2022 04:40:00.000,437.3460083,706.0040283,23.92000008,0
20:00.0, 20-Nov-2022 04:50:00.000,437.3450012,705.9799805,23.92000008,0
30:00.0, 20-Nov-2022 05:00:00.000,437.3420105,705.90802,23.92000008,0
40:00.0, 20-Nov-2022 05:10:00.000,437.3410034,705.8839722,23.92000008,0
50:00.0, 20-Nov-2022 05:20:00.000,437.3389893,705.8359985,23.90999985,0
00:00.0, 20-Nov-2022 05:30:00.000,437.3349915,705.7639771,23.90999985,0
10:00.0, 20-Nov-2022 05:40:00.000,437.3340149,705.7160034,23.90999985,0
20:00.0, 20-Nov-2022 05:50:00.000,437.3299866,705.6199951,23.90999985,0
30:00.0, 20-Nov-2022 06:00:00.000,437.3299866,705.6199951,23.90999985,0
40:00.0, 20-Nov-2022 06:10:00.000,437.32901,705.5960083,23.90999985,0
50:00.0, 20-Nov-2022 06:20:00.000,437.3259888,705.5239868,23.90999985,0
00:00.0, 20-Nov-2022 06:30:00.000,437.3250122,705.5,23.90999985,0
10:00.0, 20-Nov-2022 06:40:00.000,437.322998,705.4520264,23.90999985,0
20:00.0, 20-Nov-2022 06:50:00.000,437.3190002,705.3560181,23.89999962,0
30:00.0, 20-Nov-2022 07:00:00.000,437.3169861,705.3079834,23.89999962,0
40:00.0, 20-Nov-2022 07:10:00.000,437.3160095,705.2839966,23.89999962,0
50:00.0, 20-Nov-2022 07:20:00.000,437.3129883,705.2119751,23.89999962,0
00:00.0, 20-Nov-2022 07:30:00.000,437.3120117,705.1879883,23.89999962,0
10:00.0, 20-Nov-2022 07:40:00.000,437.3110046,705.1640015,23.89999962,0
20:00.0, 20-Nov-2022 07:50:00.000,437.3070068,705.0679932,23.89999962,0
30:00.0, 20-Nov-2022 08:00:00.000,437.3059998,705.0440063,23.89999962,0
40:00.0, 20-Nov-2022 08:10:00.000,437.3049927,705.0200195,23.89999962,0
50:00.0, 20-Nov-2022 08:20:00.000,437.2999878,704.9000244,23.89999962,0
00:00.0, 20-Nov-2022 08:30:00.000,437.2999878,704.9000244,23.89999962,0
10:00.0, 20-Nov-2022 08:40:00.000,437.2980042,704.8519897,23.88999939,0
20:00.0, 20-Nov-2022 08:50:00.000,437.2940063,704.7800293,23.88999939,0
30:00.0, 20-Nov-2022 09:00:00.000,437.2950134,704.7800293,23.88999939,0
40:00.0, 20-Nov-2022 09:10:00.000,437.2919922,704.7080078,23.88999939,0
50:00.0, 20-Nov-2022 09:20:00.000,437.2900085,704.6599731,23.88999939,0
00:00.0, 20-Nov-2022 09:30:00.000,437.2909851,704.684021,23.88999939,0
10:00.0, 20-Nov-2022 09:40:00.000,437.2879944,704.6119995,23.88999939,0
20:00.0, 20-Nov-2022 09:50:00.000,437.2879944,704.6119995,23.88999939,0
30:00.0, 20-Nov-2022 10:00:00.000,437.2879944,704.6119995,23.88999939,0
40:00.0, 20-Nov-2022 10:10:00.000,437.2860107,704.5640259,23.88999939,0
50:00.0, 20-Nov-2022 10:20:00.000,437.2860107,704.5640259,23.88999939,0
00:00.0, 20-Nov-2022 10:30:00.000,437.2860107,704.5640259,23.88999939,0
10:00.0, 20-Nov-2022 10:40:00.000,437.2839966,704.5159912,23.88999939,0
20:00.0, 20-Nov-2022 10:50:00.000,437.2839966,704.5159912,23.88999939,0
30:00.0, 20-Nov-2022 11:00:00.000,437.2829895,704.4920044,23.88999939,0
40:00.0, 20-Nov-2022 11:10:00.000,437.2810059,704.4439697,23.88999939,0
50:00.0, 20-Nov-2022 11:20:00.000,437.2810059,704.4439697,23.88999939,0
00:00.0, 20-Nov-2022 11:30:00.000,437.2799988,704.4199829,23.88999939,0
10:00.0, 20-Nov-2022 11:40:00.000,437.2770081,704.3480225,23.87999916,0
20:00.0, 20-Nov-2022 11:50:00.000,437.2770081,704.3480225,23.87999916,0
30:00.0, 20-Nov-2022 12:00:00.000,437.276001,704.3239746,23.87999916,0
40:00.0, 20-Nov-2022 12:10:00.000,437.2749939,704.2999878,23.87999916,0
50:00.0, 20-Nov-2022 12:20:00.000,437.2739868,704.276001,23.87999916,0
00:00.0, 20-Nov-2022 12:30:00.000,437.2720032,704.2280273,23.87999916,0
10:00.0, 20-Nov-2022 12:40:00.000,437.2709961,704.2039795,23.87999916,0
20:00.0, 20-Nov-2022 12:50:00.000,437.2690125,704.1560059,23.87999916,0
30:00.0, 20-Nov-2022 13:00:00.000,437.2669983,704.1079712,23.87999916,0
40:00.0, 20-Nov-2022 13:10:00.000,437.2659912,704.0839844,23.87999916,0
50:00.0, 20-Nov-2022 13:20:00.000,437.2650146,704.0360107,23.87999916,0
00:00.0, 20-Nov-2022 13:30:00.000,437.2630005,704.0120239,23.87999916,0
10:00.0, 20-Nov-2022 13:40:00.000,437.2630005,704.0120239,23.87999916,0
20:00.0, 20-Nov-2022 13:50:00.000,437.2609863,703.9639893,23.87999916,0
30:00.0, 20-Nov-2022 14:00:00.000,437.2600098,703.9400024,23.87999916,0
40:00.0, 20-Nov-2022 14:10:00.000,437.2590027,703.9160156,23.87000084,0
50:00.0, 20-Nov-2022 14:20:00.000,437.2569885,703.867981,23.87000084,0
00:00.0, 20-Nov-2022 14:30:00.000,437.256012,703.8439941,23.87000084,0
10:00.0, 20-Nov-2022 14:40:00.000,437.2550049,703.8200073,23.87000084,0
20:00.0, 20-Nov-2022 14:50:00.000,437.2529907,703.7719727,23.87000084,0
30:00.0, 20-Nov-2022 15:00:00.000,437.2520142,703.7479858,23.87000084,0
40:00.0, 20-Nov-2022 15:10:00.000,437.2510071,703.723999,23.87000084,0
50:00.0, 20-Nov-2022 15:20:00.000,437.25,703.7000122,23.87000084,0
00:00.0, 20-Nov-2022 15:30:00.000,437.2479858,703.6519775,23.87000084,0
10:00.0, 20-Nov-2022 15:40:00.000,437.2460022,703.6040039,23.87000084,0
20:00.0, 20-Nov-2022 15:50:00.000,437.2449951,703.5800171,23.87000084,0
30:00.0, 20-Nov-2022 16:00:00.000,437.2420044,703.5079956,23.87000084,0
40:00.0, 20-Nov-2022 16:10:00.000,437.2409973,703.4840088,23.87000084,0
50:00.0, 20-Nov-2022 16:20:00.000,437.2380066,703.4119873,23.86000061,0
00:00.0, 20-Nov-2022 16:30:00.000,437.2359924,703.3640137,23.86000061,0
10:00.0, 20-Nov-2022 16:40:00.000,437.2349854,703.315979,23.86000061,0
20:00.0, 20-Nov-2022 16:50:00.000,437.2319946,703.2680054,23.86000061,0
30:00.0, 20-Nov-2022 17:00:00.000,437.230011,703.2199707,23.86000061,0
40:00.0, 20-Nov-2022 17:10:00.000,437.2279968,703.1719971,23.86000061,0
50:00.0, 20-Nov-2022 17:20:00.000,437.2260132,703.1240234,23.86000061,0
00:00.0, 20-Nov-2022 17:30:00.000,437.223999,703.0759888,23.86000061,0
10:00.0, 20-Nov-2022 17:40:00.000,437.2210083,703.0040283,23.86000061,0
20:00.0, 20-Nov-2022 17:50:00.000,437.2189941,702.9559937,23.85000038,0
30:00.0, 20-Nov-2022 18:00:00.000,437.2130127,702.8120117,23.85000038,0
40:00.0, 20-Nov-2022 18:10:00.000,437.2120056,702.7880249,23.85000038,0
50:00.0, 20-Nov-2022 18:20:00.000,437.2070007,702.6680298,23.85000038,0
00:00.0, 20-Nov-2022 18:30:00.000,437.2030029,702.5720215,23.85000038,0
10:00.0, 20-Nov-2022 18:40:00.000,437.20401,702.5960083,23.85000038,0
20:00.0, 20-Nov-2022 18:50:00.000,437.2009888,702.5239868,23.85000038,0
30:00.0, 20-Nov-2022 19:00:00.000,437.197998,702.4500122,23.84000015,0
40:00.0, 20-Nov-2022 19:10:00.000,437.1960144,702.4000244,23.84000015,0
50:00.0, 20-Nov-2022 19:20:00.000,437.1910095,702.2750244,23.84000015,0
00:00.0, 20-Nov-2022 19:30:00.000,437.1889954,702.2000122,23.84000015,0
10:00.0, 20-Nov-2022 19:40:00.000,437.1839905,702.0999756,23.84000015,0
20:00.0, 20-Nov-2022 19:50:00.000,437.1820068,702.0499878,23.84000015,0
30:00.0, 20-Nov-2022 20:00:00.000,437.1799927,702,23.84000015,0
40:00.0, 20-Nov-2022 20:10:00.000,437.178009,701.9500122,23.82999992,0
50:00.0, 20-Nov-2022 20:20:00.000,437.1749878,701.875,23.82999992,0
00:00.0, 20-Nov-2022 20:30:00.000,437.1730042,701.8250122,23.82999992,0
10:00.0, 20-Nov-2022 20:40:00.000,437.17099,701.7750244,23.82999992,0
